application_id,is_default,first_default_month,max_days_past_due,total_payments_made,default_probability_actual
APP-006925,0,0,15,24,0.14
APP-006926,1,9,90,8,0.92
APP-006927,0,0,0,36,0.11
APP-006928,0,0,0,36,0.465
APP-006929,1,3,30,2,0.54
APP-006930,0,0,1,36,0.06
APP-006931,0,0,0,36,0.06
APP-006932,1,7,120,6,0.68
APP-006933,1,5,90,4,0.34
APP-006934,1,9,60,8,0.71
APP-006935,0,0,1,36,0.16
APP-006936,1,5,30,4,0.245
APP-006937,0,0,15,36,0.168
APP-006938,0,0,0,48,0.19
APP-006939,0,0,0,60,0.14
APP-006940,1,4,60,3,0.541
APP-006941,0,0,0,48,0.31
APP-006942,1,5,180,4,0.38
APP-006943,0,0,1,36,0.26
APP-006944,1,1,60,0,0.66
APP-006945,0,0,0,60,0.34
APP-006946,0,0,0,18,0.11
APP-006947,1,7,120,6,0.44
APP-006948,1,4,180,3,0.43
APP-006949,0,0,0,24,0.52
APP-006950,1,9,90,8,0.811
APP-006951,1,6,120,5,0.82
APP-006952,0,0,0,36,0.14
APP-006953,1,6,120,5,0.64
APP-006954,1,6,90,5,0.46
APP-006955,1,7,90,6,0.54
APP-006956,1,9,30,8,0.46
APP-006957,0,0,0,48,0.11
APP-006958,1,8,60,7,0.78
APP-006959,0,0,0,48,0.748
APP-006960,1,3,90,2,0.19
APP-006961,1,3,90,2,0.91
APP-006962,1,4,90,3,0.34
APP-006963,1,3,120,2,0.92
APP-006964,1,7,90,6,0.36
APP-006965,0,0,0,36,0.26
APP-006966,1,9,90,8,0.26
APP-006967,1,8,120,7,0.651
APP-006968,1,9,90,8,0.24
APP-006969,1,1,120,0,0.84
APP-006970,0,0,1,36,0.36
APP-006971,1,2,90,1,0.59
APP-006972,0,0,0,24,0.27
APP-006973,1,2,90,1,0.24
APP-006974,0,0,0,24,0.19
APP-006975,0,0,1,36,0.11
APP-006976,1,5,60,4,0.584
APP-006977,1,1,90,0,0.51
APP-006978,0,0,0,36,0.54
APP-006979,0,0,0,60,0.19
APP-006980,1,4,120,3,0.18
APP-006981,0,0,0,48,0.06
APP-006982,0,0,0,36,0.11
APP-006983,0,0,0,18,0.18
APP-006984,1,4,60,3,0.73
APP-006985,0,0,0,36,0.11
APP-006986,1,8,120,7,0.54
APP-006987,0,0,1,60,0.68
APP-006988,1,6,30,5,0.48
APP-006989,0,0,0,48,0.308
APP-006990,1,9,30,8,0.38
APP-006991,1,2,60,1,0.901
APP-006992,0,0,0,36,0.388
APP-006993,1,6,90,5,0.56
APP-006994,0,0,0,24,0.31
APP-006995,0,0,0,36,0.371
APP-006996,1,11,180,10,0.92
APP-006997,1,4,90,3,0.23
APP-006998,1,2,120,1,0.63
APP-006999,1,4,90,3,0.54
APP-007000,0,0,0,18,0.468
APP-007001,1,3,30,2,0.465
APP-007002,0,0,0,24,0.14
APP-007003,1,4,120,3,0.92
APP-007004,1,5,120,4,0.421
APP-007005,0,0,15,48,0.341
APP-007006,1,8,90,7,0.76
APP-007007,1,6,30,5,0.39
APP-007008,0,0,0,36,0.54
APP-007009,0,0,0,36,0.504
APP-007010,1,8,180,7,0.38
APP-007011,0,0,0,60,0.22
APP-007012,0,0,1,24,0.71
APP-007013,1,2,90,1,0.54
APP-007014,0,0,0,36,0.11
APP-007015,0,0,0,24,0.54
APP-007016,1,7,90,6,0.92
APP-007017,0,0,1,60,0.34
APP-007018,0,0,0,60,0.22
APP-007019,0,0,15,60,0.27
APP-007020,1,7,120,6,0.92
APP-007021,1,4,180,3,0.445
APP-007022,0,0,0,18,0.19
APP-007023,0,0,0,48,0.19
APP-007024,1,4,120,3,0.92
APP-007025,0,0,0,60,0.38
APP-007026,0,0,5,24,0.06
APP-007027,0,0,0,48,0.54
APP-007028,1,4,30,3,0.59
APP-007029,0,0,1,36,0.11
APP-007030,0,0,0,48,0.18
APP-007031,1,1,90,0,0.43
APP-007032,0,0,5,36,0.26
APP-007033,1,4,90,3,0.54
APP-007034,1,6,60,5,0.26
APP-007035,0,0,0,48,0.78
APP-007036,0,0,0,12,0.26
APP-007037,1,5,60,4,0.86
APP-007038,0,0,0,36,0.36
APP-007039,0,0,1,36,0.46
APP-007040,1,1,90,0,0.59
APP-007041,1,11,60,10,0.92
APP-007042,1,7,90,6,0.68
APP-007043,1,10,60,9,0.38
APP-007044,0,0,0,24,0.38
APP-007045,1,1,60,0,0.92
APP-007046,0,0,1,24,0.53
APP-007047,1,6,30,5,0.76
APP-007048,1,7,90,6,0.61
APP-007049,1,9,30,8,0.61
APP-007050,0,0,5,48,0.18
APP-007051,1,5,120,4,0.06
APP-007052,0,0,0,60,0.341
APP-007053,0,0,0,36,0.09
APP-007054,1,2,60,1,0.92
APP-007055,1,8,60,7,0.24
APP-007056,0,0,0,18,0.11
APP-007057,1,4,60,3,0.79
APP-007058,0,0,0,36,0.26
APP-007059,0,0,1,24,0.371
APP-007060,0,0,0,18,0.38
APP-007061,1,1,90,0,0.59
APP-007062,1,5,120,4,0.92
APP-007063,1,7,30,6,0.56
APP-007064,0,0,0,36,0.92
APP-007065,0,0,0,24,0.385
APP-007066,1,2,90,1,0.69
APP-007067,1,6,120,5,0.46
APP-007068,1,2,30,1,0.64
APP-007069,0,0,0,24,0.291
APP-007070,0,0,0,60,0.39
APP-007071,0,0,1,48,0.29
APP-007072,0,0,0,36,0.51
APP-007073,1,4,60,3,0.19
APP-007074,0,0,0,48,0.71
APP-007075,1,8,90,7,0.92
APP-007076,0,0,0,48,0.19
APP-007077,1,2,60,1,0.92
APP-007078,1,3,120,2,0.758
APP-007079,0,0,0,18,0.23
APP-007080,0,0,0,48,0.36
APP-007081,0,0,0,48,0.64
APP-007082,1,4,120,3,0.501
APP-007083,0,0,1,48,0.71
APP-007084,0,0,0,48,0.811
APP-007085,0,0,0,60,0.52
APP-007086,0,0,0,48,0.41
APP-007087,0,0,1,36,0.371
APP-007088,0,0,0,24,0.19
APP-007089,1,1,30,0,0.66
APP-007090,0,0,0,24,0.18
APP-007091,1,7,60,6,0.59
APP-007092,0,0,0,36,0.425
APP-007093,1,6,90,5,0.62
APP-007094,0,0,1,48,0.4
APP-007095,1,8,60,7,0.46
APP-007096,1,5,60,4,0.38
APP-007097,1,3,90,2,0.8865
APP-007098,0,0,0,36,0.33
APP-007099,0,0,0,60,0.19
APP-007100,0,0,0,36,0.23
APP-007101,0,0,15,24,0.61
APP-007102,0,0,0,48,0.51
APP-007103,1,3,90,2,0.28
APP-007104,0,0,5,48,0.54
APP-007105,1,10,120,9,0.644
APP-007106,1,5,120,4,0.46
APP-007107,1,5,90,4,0.16
APP-007108,1,7,90,6,0.73
APP-007109,1,5,90,4,0.57
APP-007110,1,6,30,5,0.4
APP-007111,1,6,120,5,0.721
APP-007112,0,0,0,36,0.641
APP-007113,0,0,0,48,0.44
APP-007114,1,12,90,11,0.584
APP-007115,0,0,0,36,0.46
APP-007116,1,9,120,8,0.4
APP-007117,1,5,30,4,0.92
APP-007118,0,0,0,60,0.14
APP-007119,0,0,0,36,0.318
APP-007120,0,0,5,48,0.491
APP-007121,0,0,0,24,0.06
APP-007122,0,0,0,12,0.11
APP-007123,1,6,90,5,0.56
APP-007124,0,0,0,48,0.411
APP-007125,0,0,5,48,0.245
APP-007126,1,10,90,9,0.4
APP-007127,0,0,0,36,0.31
APP-007128,1,5,90,4,0.29
APP-007129,0,0,1,48,0.56
APP-007130,0,0,0,12,0.724
APP-007131,0,0,0,36,0.51
APP-007132,1,9,60,8,0.38
APP-007133,0,0,15,12,0.41
APP-007134,1,6,90,5,0.58
APP-007135,0,0,0,48,0.18
APP-007136,0,0,1,48,0.18
APP-007137,0,0,0,36,0.388
APP-007138,1,4,60,3,0.88
APP-007139,0,0,5,36,0.39
APP-007140,0,0,0,24,0.41
APP-007141,0,0,0,60,0.14
APP-007142,0,0,1,36,0.371
APP-007143,0,0,0,60,0.11
APP-007144,1,3,90,2,0.92
APP-007145,1,2,30,1,0.27
APP-007146,1,10,120,9,0.4
APP-007147,0,0,0,48,0.24
APP-007148,0,0,5,36,0.18
APP-007149,0,0,1,60,0.18
APP-007150,1,5,120,4,0.64
APP-007151,1,2,120,1,0.11
APP-007152,0,0,0,36,0.44
APP-007153,0,0,0,36,0.43
APP-007154,1,8,90,7,0.64
APP-007155,0,0,0,36,0.06
APP-007156,0,0,0,48,0.84
APP-007157,0,0,0,36,0.11
APP-007158,0,0,0,60,0.24
APP-007159,0,0,0,24,0.561
APP-007160,1,10,120,9,0.92
APP-007161,0,0,0,60,0.411
APP-007162,0,0,5,36,0.19
APP-007163,0,0,1,36,0.18
APP-007164,0,0,1,18,0.38
APP-007165,1,1,90,0,0.06
APP-007166,0,0,5,48,0.5915
APP-007167,0,0,0,60,0.34
APP-007168,1,4,180,3,0.891
APP-007169,0,0,1,60,0.14
APP-007170,0,0,5,24,0.11
APP-007171,0,0,0,36,0.06
APP-007172,0,0,0,60,0.06
APP-007173,0,0,5,48,0.11
APP-007174,0,0,0,60,0.14
APP-007175,1,4,120,3,0.5115
APP-007176,0,0,0,36,0.26
APP-007177,1,10,30,9,0.328
APP-007178,0,0,0,48,0.4
APP-007179,0,0,0,36,0.59
APP-007180,1,5,60,4,0.92
APP-007181,1,4,120,3,0.861
APP-007182,0,0,0,36,0.53
APP-007183,0,0,0,12,0.23
APP-007184,0,0,0,60,0.54
APP-007185,0,0,15,36,0.245
APP-007186,0,0,0,36,0.451
APP-007187,0,0,1,36,0.47
APP-007188,0,0,0,24,0.39
APP-007189,0,0,0,36,0.92
APP-007190,0,0,0,60,0.388
APP-007191,1,3,120,2,0.92
APP-007192,1,7,90,6,0.84
APP-007193,0,0,0,60,0.47
APP-007194,1,8,90,7,0.89
APP-007195,0,0,0,36,0.48
APP-007196,1,5,120,4,0.92
APP-007197,1,8,30,7,0.851
APP-007198,1,5,30,4,0.11
APP-007199,0,0,0,18,0.491
APP-007200,1,9,180,8,0.33
APP-007201,1,7,90,6,0.59
APP-007202,0,0,5,36,0.19
APP-007203,1,1,60,0,0.92
APP-007204,0,0,5,12,0.06
APP-007205,0,0,1,18,0.19
APP-007206,0,0,0,36,0.16
APP-007207,1,5,120,4,0.33
APP-007208,1,5,120,4,0.62
APP-007209,0,0,0,60,0.16
APP-007210,1,6,30,5,0.4
APP-007211,0,0,0,36,0.91
APP-007212,1,10,120,9,0.56
APP-007213,1,3,90,2,0.31
APP-007214,0,0,0,48,0.14
APP-007215,0,0,0,36,0.46
APP-007216,0,0,0,24,0.36
APP-007217,1,8,120,7,0.92
APP-007218,0,0,0,60,0.26
APP-007219,1,8,90,7,0.49
APP-007220,1,4,90,3,0.388
APP-007221,1,5,30,4,0.26
APP-007222,0,0,0,24,0.784
APP-007223,1,3,60,2,0.46
APP-007224,0,0,0,18,0.51
APP-007225,0,0,0,48,0.11
APP-007226,1,4,120,3,0.62
APP-007227,1,6,120,5,0.748
APP-007228,0,0,0,48,0.11
APP-007229,1,8,30,7,0.24
APP-007230,0,0,0,36,0.11
APP-007231,0,0,0,36,0.54
APP-007232,0,0,1,36,0.46
APP-007233,1,2,90,1,0.74
APP-007234,0,0,0,36,0.71
APP-007235,0,0,0,36,0.06
APP-007236,1,3,30,2,0.19
APP-007237,1,1,30,0,0.695
APP-007238,1,1,90,0,0.92
APP-007239,0,0,0,48,0.36
APP-007240,1,7,90,6,0.29
APP-007241,0,0,1,36,0.14
APP-007242,1,2,60,1,0.26
APP-007243,1,8,120,7,0.19
APP-007244,1,9,180,8,0.584
APP-007245,1,2,90,1,0.66
APP-007246,0,0,0,36,0.39
APP-007247,1,6,60,5,0.168
APP-007248,0,0,0,24,0.19
APP-007249,1,3,120,2,0.385
APP-007250,0,0,0,36,0.06
APP-007251,0,0,0,36,0.46
APP-007252,1,6,120,5,0.528
APP-007253,0,0,0,12,0.11
APP-007254,1,7,180,6,0.85
APP-007255,1,7,180,6,0.46
APP-007256,0,0,0,48,0.14
APP-007257,0,0,0,48,0.38
APP-007258,1,6,90,5,0.18
APP-007259,1,5,30,4,0.92
APP-007260,0,0,1,48,0.11
APP-007261,0,0,0,36,0.61
APP-007262,0,0,15,36,0.245
APP-007263,1,7,30,6,0.64
APP-007264,0,0,0,48,0.23
APP-007265,1,9,90,8,0.92
APP-007266,0,0,0,36,0.06
APP-007267,0,0,0,36,0.26
APP-007268,1,9,90,8,0.92
APP-007269,1,9,60,8,0.16
APP-007270,1,7,180,6,0.59
APP-007271,0,0,0,48,0.325
APP-007272,1,4,120,3,0.55
APP-007273,1,3,90,2,0.58
APP-007274,1,6,90,5,0.92
APP-007275,0,0,1,36,0.44
APP-007276,1,4,30,3,0.411
APP-007277,1,10,120,9,0.46
APP-007278,0,0,0,36,0.22
APP-007279,1,2,30,1,0.644
APP-007280,1,3,90,2,0.54
APP-007281,0,0,0,24,0.26
APP-007282,0,0,0,24,0.34
APP-007283,0,0,0,48,0.26
APP-007284,0,0,0,24,0.73
APP-007285,0,0,0,24,0.18
APP-007286,1,1,180,0,0.92
APP-007287,0,0,5,24,0.14
APP-007288,0,0,5,36,0.72
APP-007289,1,6,90,5,0.421
APP-007290,0,0,0,36,0.11
APP-007291,1,2,120,1,0.76
APP-007292,0,0,1,48,0.56
APP-007293,1,2,180,1,0.92
APP-007294,1,5,60,4,0.74
APP-007295,1,6,60,5,0.31
APP-007296,1,10,30,9,0.14
APP-007297,1,1,180,0,0.11
APP-007298,0,0,0,36,0.388
APP-007299,1,3,90,2,0.36
APP-007300,0,0,0,60,0.41
APP-007301,0,0,0,48,0.33
APP-007302,0,0,5,36,0.49
APP-007303,1,7,60,6,0.54
APP-007304,0,0,1,36,0.11
APP-007305,0,0,0,48,0.528
APP-007306,1,4,90,3,0.92
APP-007307,1,9,90,8,0.68
APP-007308,1,3,60,2,0.771
APP-007309,0,0,0,48,0.34
APP-007310,0,0,0,18,0.11
APP-007311,0,0,0,24,0.11
APP-007312,1,2,90,1,0.86
APP-007313,1,3,60,2,0.92
APP-007314,0,0,0,36,0.645
APP-007315,1,6,120,5,0.411
APP-007316,0,0,0,36,0.11
APP-007317,0,0,5,12,0.24
APP-007318,1,5,180,4,0.461
APP-007319,1,5,90,4,0.19
APP-007320,1,6,120,5,0.46
APP-007321,0,0,0,36,0.46
APP-007322,1,3,90,2,0.448
APP-007323,0,0,0,18,0.26
APP-007324,0,0,0,18,0.245
APP-007325,0,0,0,36,0.11
APP-007326,0,0,5,48,0.16
APP-007327,1,10,120,9,0.69
APP-007328,0,0,5,36,0.56
APP-007329,0,0,5,60,0.14
APP-007330,1,3,60,2,0.371
APP-007331,0,0,15,24,0.44
APP-007332,1,9,60,8,0.5
APP-007333,0,0,0,36,0.345
APP-007334,0,0,1,48,0.26
APP-007335,0,0,0,48,0.64
APP-007336,1,7,30,6,0.86
APP-007337,0,0,0,48,0.4
APP-007338,0,0,5,60,0.51
APP-007339,0,0,1,60,0.18
APP-007340,0,0,0,60,0.28
APP-007341,0,0,0,36,0.19
APP-007342,1,3,90,2,0.92
APP-007343,1,5,90,4,0.18
APP-007344,1,6,30,5,0.841
APP-007345,1,8,60,7,0.35
APP-007346,1,1,180,0,0.48
APP-007347,0,0,0,36,0.06
APP-007348,1,2,60,1,0.64
APP-007349,0,0,15,36,0.46
APP-007350,1,6,30,5,0.46
APP-007351,0,0,0,18,0.31
APP-007352,1,4,90,3,0.86
APP-007353,1,5,120,4,0.23
APP-007354,0,0,0,48,0.62
APP-007355,0,0,0,36,0.32
APP-007356,0,0,0,36,0.51
APP-007357,1,11,180,10,0.79
APP-007358,1,3,90,2,0.92
APP-007359,1,5,60,4,0.92
APP-007360,0,0,0,60,0.248
APP-007361,1,7,90,6,0.46
APP-007362,0,0,15,18,0.41
APP-007363,0,0,5,24,0.69
APP-007364,0,0,0,48,0.36
APP-007365,1,5,180,4,0.92
APP-007366,0,0,0,24,0.76
APP-007367,1,4,90,3,0.24
APP-007368,1,9,120,8,0.64
APP-007369,0,0,15,36,0.26
APP-007370,0,0,0,36,0.64
APP-007371,0,0,0,36,0.871
APP-007372,0,0,0,60,0.64
APP-007373,0,0,1,12,0.711
APP-007374,0,0,0,36,0.06
APP-007375,1,4,180,3,0.92
APP-007376,1,2,90,1,0.53
APP-007377,1,2,90,1,0.92
APP-007378,0,0,0,60,0.565
APP-007379,0,0,0,48,0.19
APP-007380,0,0,0,36,0.92
APP-007381,0,0,0,60,0.27
APP-007382,0,0,0,18,0.3
APP-007383,1,8,120,7,0.92
APP-007384,1,8,180,7,0.92
APP-007385,1,4,30,3,0.92
APP-007386,1,6,90,5,0.46
APP-007387,0,0,0,24,0.545
APP-007388,1,1,120,0,0.92
APP-007389,0,0,5,18,0.425
APP-007390,1,8,30,7,0.631
APP-007391,0,0,0,36,0.19
APP-007392,0,0,0,36,0.44
APP-007393,0,0,1,18,0.92
APP-007394,0,0,0,36,0.468
APP-007395,1,6,60,5,0.23
APP-007396,0,0,0,24,0.09
APP-007397,1,3,90,2,0.58
APP-007398,1,6,120,5,0.724
APP-007399,0,0,15,36,0.341
APP-007400,0,0,0,36,0.49
APP-007401,0,0,5,36,0.14
APP-007402,0,0,0,36,0.34
APP-007403,0,0,0,24,0.411
APP-007404,0,0,0,36,0.371
APP-007405,0,0,0,36,0.68
APP-007406,1,1,60,0,0.74
APP-007407,0,0,0,48,0.11
APP-007408,1,5,90,4,0.8
APP-007409,1,5,120,4,0.691
APP-007410,0,0,0,60,0.19
APP-007411,1,7,90,6,0.26
APP-007412,0,0,0,60,0.06
APP-007413,1,7,90,6,0.92
APP-007414,0,0,0,36,0.47
APP-007415,1,4,90,3,0.92
APP-007416,0,0,5,12,0.43
APP-007417,1,7,60,6,0.18
APP-007418,1,9,120,8,0.51
APP-007419,1,1,30,0,0.76
APP-007420,0,0,0,24,0.11
APP-007421,1,5,90,4,0.92
APP-007422,1,5,60,4,0.47
APP-007423,1,4,30,3,0.511
APP-007424,1,6,120,5,0.92
APP-007425,0,0,0,36,0.14
APP-007426,1,8,120,7,0.89
APP-007427,1,6,60,5,0.308
APP-007428,0,0,1,24,0.841
APP-007429,0,0,0,36,0.388
APP-007430,1,7,120,6,0.64
APP-007431,1,3,90,2,0.92
APP-007432,0,0,0,60,0.26
APP-007433,1,5,180,4,0.891
APP-007434,1,2,90,1,0.6565
APP-007435,0,0,0,60,0.54
APP-007436,0,0,15,36,0.345
APP-007437,1,11,60,10,0.84
APP-007438,0,0,1,48,0.46
APP-007439,0,0,5,24,0.67
APP-007440,1,12,120,11,0.608
APP-007441,1,3,90,2,0.19
APP-007442,0,0,0,36,0.44
APP-007443,1,5,90,4,0.91
APP-007444,1,4,90,3,0.388
APP-007445,0,0,1,36,0.68
APP-007446,0,0,0,48,0.26
APP-007447,1,5,90,4,0.465
APP-007448,0,0,0,48,0.245
APP-007449,1,6,30,5,0.39
APP-007450,0,0,0,24,0.26
APP-007451,0,0,0,18,0.3
APP-007452,1,4,90,3,0.59
APP-007453,0,0,0,48,0.11
APP-007454,1,1,30,0,0.84
APP-007455,1,1,60,0,0.898
APP-007456,1,1,60,0,0.53
APP-007457,1,3,90,2,0.47
APP-007458,1,6,60,5,0.91
APP-007459,0,0,5,36,0.19
APP-007460,0,0,5,48,0.27
APP-007461,0,0,0,24,0.27
APP-007462,0,0,1,36,0.248
APP-007463,1,1,30,0,0.92
APP-007464,1,5,90,4,0.92
APP-007465,0,0,0,24,0.865
APP-007466,1,7,30,6,0.22
APP-007467,1,4,60,3,0.56
APP-007468,0,0,0,18,0.345
APP-007469,0,0,0,48,0.19
APP-007470,1,5,90,4,0.92
APP-007471,0,0,0,48,0.06
APP-007472,1,1,120,0,0.27
APP-007473,0,0,0,36,0.388
APP-007474,0,0,0,60,0.18
APP-007475,1,5,90,4,0.92
APP-007476,1,11,120,10,0.92
APP-007477,0,0,0,48,0.51
APP-007478,0,0,1,18,0.11
APP-007479,1,8,90,7,0.54
APP-007480,0,0,0,48,0.771
APP-007481,0,0,0,48,0.56
APP-007482,0,0,1,36,0.248
APP-007483,1,5,30,4,0.38
APP-007484,0,0,0,36,0.11
APP-007485,1,6,90,5,0.92
APP-007486,0,0,0,36,0.54
APP-007487,0,0,0,60,0.36
APP-007488,1,3,90,2,0.54
APP-007489,0,0,0,24,0.32
APP-007490,0,0,0,18,0.23
APP-007491,1,8,60,7,0.92
APP-007492,1,4,180,3,0.11
APP-007493,0,0,0,24,0.06
APP-007494,0,0,1,36,0.06
APP-007495,0,0,0,60,0.26
APP-007496,0,0,0,48,0.55
APP-007497,1,9,60,8,0.18
APP-007498,1,5,90,4,0.92
APP-007499,1,8,90,7,0.92
APP-007500,1,11,60,10,0.724
APP-007501,0,0,0,60,0.19
APP-007502,1,6,60,5,0.92
APP-007503,0,0,5,24,0.46
APP-007504,0,0,0,48,0.42
APP-007505,1,6,90,5,0.69
APP-007506,1,6,60,5,0.808
APP-007507,0,0,0,24,0.11
APP-007508,0,0,0,36,0.11
APP-007509,0,0,0,48,0.42
APP-007510,0,0,5,48,0.11
APP-007511,1,9,60,8,0.611
APP-007512,0,0,0,36,0.11
APP-007513,0,0,0,60,0.34
APP-007514,0,0,0,24,0.36
APP-007515,1,1,60,0,0.46
APP-007516,0,0,0,36,0.27
APP-007517,0,0,15,60,0.43
APP-007518,0,0,0,36,0.09
APP-007519,0,0,1,12,0.341
APP-007520,1,3,60,2,0.92
APP-007521,0,0,0,12,0.31
APP-007522,1,9,60,8,0.51
APP-007523,1,5,120,4,0.92
APP-007524,0,0,5,36,0.56
APP-007525,0,0,0,36,0.6715
APP-007526,1,4,60,3,0.16
APP-007527,0,0,0,48,0.26
APP-007528,1,9,180,8,0.71
APP-007529,0,0,1,36,0.18
APP-007530,0,0,0,18,0.471
APP-007531,1,5,90,4,0.51
APP-007532,1,5,60,4,0.76
APP-007533,1,6,30,5,0.59
APP-007534,1,4,90,3,0.92
APP-007535,1,11,180,10,0.4365
APP-007536,1,4,90,3,0.92
APP-007537,0,0,0,12,0.14
APP-007538,0,0,0,48,0.38
APP-007539,0,0,5,48,0.23
APP-007540,1,5,120,4,0.821
APP-007541,0,0,0,24,0.388
APP-007542,0,0,15,60,0.38
APP-007543,1,6,30,5,0.56
APP-007544,0,0,15,12,0.461
APP-007545,0,0,0,48,0.26
APP-007546,0,0,0,36,0.14
APP-007547,0,0,0,36,0.18
APP-007548,0,0,0,48,0.16
APP-007549,0,0,1,36,0.19
APP-007550,1,4,180,3,0.56
APP-007551,1,6,30,5,0.14
APP-007552,1,6,120,5,0.68
APP-007553,1,2,30,1,0.844
APP-007554,1,4,90,3,0.92
APP-007555,0,0,0,18,0.19
APP-007556,0,0,15,60,0.22
APP-007557,1,5,90,4,0.91
APP-007558,1,1,30,0,0.86
APP-007559,0,0,0,36,0.765
APP-007560,1,3,90,2,0.45
APP-007561,1,5,90,4,0.82
APP-007562,0,0,0,24,0.38
APP-007563,1,3,180,2,0.65
APP-007564,0,0,0,24,0.23
APP-007565,0,0,0,36,0.11
APP-007566,0,0,0,24,0.27
APP-007567,1,10,90,9,0.26
APP-007568,1,5,30,4,0.43
APP-007569,0,0,0,48,0.491
APP-007570,1,10,180,9,0.38
APP-007571,0,0,5,24,0.71
APP-007572,1,3,90,2,0.78
APP-007573,0,0,0,36,0.451
APP-007574,0,0,0,18,0.31
APP-007575,0,0,0,48,0.421
APP-007576,0,0,0,36,0.11
APP-007577,0,0,0,36,0.61
APP-007578,0,0,0,48,0.54
APP-007579,1,7,90,6,0.308
APP-007580,0,0,0,36,0.18
APP-007581,0,0,0,36,0.41
APP-007582,0,0,1,60,0.54
APP-007583,0,0,0,48,0.34
APP-007584,1,11,90,10,0.511
APP-007585,1,11,90,10,0.864
APP-007586,0,0,1,60,0.11
APP-007587,0,0,0,60,0.245
APP-007588,0,0,0,48,0.54
APP-007589,0,0,15,18,0.23
APP-007590,1,6,180,5,0.63
APP-007591,0,0,0,60,0.33
APP-007592,0,0,0,48,0.18
APP-007593,0,0,0,48,0.06
APP-007594,0,0,0,24,0.49
APP-007595,0,0,1,24,0.26
APP-007596,1,7,30,6,0.61
APP-007597,0,0,0,18,0.31
APP-007598,1,6,90,5,0.45
APP-007599,0,0,1,36,0.11
APP-007600,0,0,15,36,0.28
APP-007601,1,6,120,5,0.92
APP-007602,0,0,0,24,0.06
APP-007603,1,3,90,2,0.51
APP-007604,0,0,0,24,0.06
APP-007605,1,7,90,6,0.92
APP-007606,0,0,1,24,0.26
APP-007607,1,5,120,4,0.92
APP-007608,0,0,0,24,0.36
APP-007609,0,0,0,60,0.18
APP-007610,1,7,90,6,0.248
APP-007611,0,0,15,24,0.24
APP-007612,0,0,0,36,0.508
APP-007613,0,0,1,48,0.411
APP-007614,0,0,0,48,0.26
APP-007615,1,2,60,1,0.92
APP-007616,0,0,15,36,0.8065
APP-007617,0,0,0,36,0.18
APP-007618,1,10,120,9,0.66
APP-007619,1,8,60,7,0.46
APP-007620,1,5,90,4,0.92
APP-007621,1,7,90,6,0.59
APP-007622,1,9,120,8,0.86
APP-007623,1,11,30,10,0.881
APP-007624,1,4,90,3,0.471
APP-007625,0,0,5,36,0.26
APP-007626,1,1,90,0,0.425
APP-007627,0,0,0,48,0.325
APP-007628,0,0,0,18,0.11
APP-007629,0,0,0,24,0.24
APP-007630,1,6,90,5,0.371
APP-007631,0,0,0,18,0.06
APP-007632,0,0,1,36,0.6
APP-007633,1,3,90,2,0.56
APP-007634,1,9,120,8,0.791
APP-007635,1,3,60,2,0.35
APP-007636,0,0,0,48,0.26
APP-007637,1,12,90,11,0.771
APP-007638,1,11,90,10,0.54
APP-007639,1,12,180,11,0.92
APP-007640,1,4,120,3,0.92
APP-007641,1,7,120,6,0.72
APP-007642,1,2,120,1,0.92
APP-007643,1,6,90,5,0.92
APP-007644,1,10,120,9,0.461
APP-007645,1,1,90,0,0.59
APP-007646,1,9,30,8,0.391
APP-007647,0,0,1,36,0.11
APP-007648,1,8,180,7,0.36
APP-007649,1,8,30,7,0.421
APP-007650,0,0,0,60,0.11
APP-007651,0,0,0,24,0.26
APP-007652,0,0,1,36,0.248
APP-007653,1,1,60,0,0.56
APP-007654,1,4,60,3,0.14
APP-007655,1,8,60,7,0.68
APP-007656,0,0,0,48,0.4
APP-007657,0,0,0,36,0.18
APP-007658,1,3,60,2,0.92
APP-007659,1,6,90,5,0.728
APP-007660,0,0,0,60,0.14
APP-007661,1,3,180,2,0.34
APP-007662,1,10,90,9,0.74
APP-007663,0,0,0,36,0.72
APP-007664,1,6,120,5,0.19
APP-007665,0,0,1,60,0.36
APP-007666,1,6,90,5,0.421
APP-007667,1,1,180,0,0.62
APP-007668,0,0,0,36,0.28
APP-007669,0,0,5,24,0.18
APP-007670,1,1,120,0,0.17
APP-007671,1,3,90,2,0.66
APP-007672,0,0,0,36,0.42
APP-007673,0,0,0,60,0.78
APP-007674,0,0,5,36,0.4
APP-007675,0,0,0,48,0.18
APP-007676,0,0,0,60,0.68
APP-007677,1,6,120,5,0.33
APP-007678,1,4,90,3,0.61
APP-007679,0,0,1,24,0.26
APP-007680,0,0,0,60,0.51
APP-007681,1,5,60,4,0.63
APP-007682,0,0,0,24,0.11
APP-007683,1,2,60,1,0.74
APP-007684,0,0,0,12,0.31
APP-007685,0,0,0,48,0.26
APP-007686,0,0,1,24,0.35
APP-007687,0,0,0,36,0.24
APP-007688,0,0,0,36,0.26
APP-007689,1,4,180,3,0.54
APP-007690,1,2,60,1,0.39
APP-007691,0,0,0,48,0.371
APP-007692,1,11,30,10,0.92
APP-007693,1,8,180,7,0.66
APP-007694,0,0,1,36,0.56
APP-007695,0,0,0,36,0.11
APP-007696,0,0,0,36,0.391
APP-007697,1,2,30,1,0.92
APP-007698,0,0,0,48,0.56
APP-007699,0,0,0,36,0.26
