application_id,cibil_score,num_active_loans,total_outstanding_debt,credit_utilization_pct,num_credit_inquiries_30d,num_credit_inquiries_90d,has_previous_default,days_since_last_default,credit_age_months,num_credit_cards
APP-007814,742,1,188499,39.1,1,1,0,0,186,2
APP-007815,769,0,0,20.9,3,4,0,0,148,2
APP-007816,723,2,407906,14.7,3,3,0,0,128,1
APP-007817,677,2,1301754,70.5,0,1,0,0,194,4
APP-007818,672,0,0,11.2,1,2,1,1480,131,3
APP-007819,667,2,1512983,22.5,1,2,1,1036,101,2
APP-007820,702,3,392608,37.1,4,4,0,0,184,1
APP-007821,750,0,0,18.9,3,4,0,0,150,3
APP-007822,825,2,852017,52.3,0,0,0,0,101,1
APP-007823,900,1,327579,46.4,1,2,0,0,167,0
APP-007824,701,0,0,22.6,0,0,0,0,140,1
APP-007825,664,1,723346,46.1,0,1,0,0,146,2
APP-007826,738,3,190025,54.6,1,3,0,0,155,3
APP-007827,721,1,266703,70.5,0,1,0,0,150,0
APP-007828,582,3,352205,66.7,0,1,1,1645,177,0
APP-007829,642,2,491179,2.3,0,1,1,1231,144,2
APP-007830,588,1,204277,25.6,2,2,1,1103,96,0
APP-007831,725,2,2078550,43.4,0,2,0,0,119,1
APP-007832,759,0,0,17.8,1,4,0,0,176,2
APP-007833,711,1,111085,40.7,0,0,0,0,155,1
APP-007834,594,2,709877,46.9,0,2,0,0,169,3
APP-007835,653,2,872596,8.7,1,2,0,0,130,1
APP-007836,689,1,165135,72.3,0,2,0,0,113,1
APP-007837,760,0,0,28.3,2,4,0,0,145,1
APP-007838,747,2,644816,46.3,0,0,0,0,180,1
APP-007839,668,0,0,3.8,0,0,0,0,171,1
APP-007840,689,1,187834,46.2,0,0,0,0,79,1
APP-007841,559,2,520796,9.7,0,1,1,1362,116,2
APP-007842,570,3,475731,59.5,1,1,1,1106,83,2
APP-007843,693,1,234070,52.0,1,2,0,0,83,0
APP-007844,714,3,997385,12.8,2,5,0,0,188,2
APP-007845,738,0,0,5.7,1,1,0,0,178,2
APP-007846,672,4,2766922,34.1,0,1,0,0,81,1
APP-007847,655,4,538185,36.0,0,2,0,0,146,3
APP-007848,471,2,2570210,39.1,0,0,0,0,118,2
APP-007849,739,4,1484589,5.8,2,3,0,0,155,3
APP-007850,631,2,1206660,42.2,0,2,1,687,110,2
APP-007851,663,2,197917,9.6,2,2,0,0,151,1
APP-007852,656,4,1097081,24.0,3,3,0,0,117,2
APP-007853,639,2,1188249,73.2,4,5,0,0,183,4
APP-007854,653,2,768479,41.4,0,1,1,1359,180,0
APP-007855,666,1,113398,34.0,0,0,0,0,154,3
APP-007856,730,1,182509,75.5,0,0,0,0,157,1
APP-007857,808,2,1839538,53.5,4,4,0,0,139,3
APP-007858,646,2,1120083,61.9,0,2,0,0,156,0
APP-007859,753,2,380971,27.8,0,1,0,0,197,0
APP-007860,783,1,215421,48.2,1,3,0,0,132,2
APP-007861,707,3,452926,65.6,1,2,0,0,220,2
APP-007862,715,0,0,25.9,3,3,0,0,65,2
APP-007863,746,1,2216169,35.4,2,3,0,0,141,0
APP-007864,652,0,0,17.4,2,4,1,1176,88,4
APP-007865,709,3,433813,40.4,2,3,0,0,158,1
APP-007866,510,0,0,21.9,4,4,0,0,188,3
APP-007867,725,1,355452,24.4,0,0,0,0,183,3
APP-007868,588,0,0,29.5,1,3,0,0,187,2
APP-007869,750,0,0,14.6,2,5,0,0,121,0
APP-007870,511,1,321229,78.4,1,4,0,0,94,3
APP-007871,672,3,962460,64.5,2,3,0,0,131,3
APP-007872,616,0,0,9.4,0,1,1,1320,92,2
APP-007873,696,1,99393,47.5,0,1,0,0,179,2
APP-007874,808,3,669045,35.5,1,1,0,0,156,2
APP-007875,805,1,313696,20.9,0,0,0,0,155,2
APP-007876,707,3,736409,21.1,1,1,0,0,178,2
APP-007877,706,3,1386872,60.5,0,2,0,0,179,2
APP-007878,752,3,1395775,32.3,5,8,0,0,156,2
APP-007879,676,0,0,15.7,0,3,0,0,113,2
APP-007880,869,0,0,19.8,0,0,0,0,163,0
APP-007881,608,1,57358,37.6,0,0,0,0,203,0
APP-007882,747,1,250350,67.7,3,3,0,0,172,1
APP-007883,704,4,2651123,65.2,0,0,0,0,164,1
APP-007884,664,2,809615,33.5,2,3,1,1337,199,1
APP-007885,723,2,157335,74.0,1,1,0,0,135,2
APP-007886,713,0,0,25.5,3,4,0,0,88,2
APP-007887,727,0,0,27.3,1,1,0,0,69,1
APP-007888,595,2,1809499,64.2,2,3,1,1005,180,0
APP-007889,593,1,150451,54.5,0,0,1,1306,165,1
APP-007890,744,0,0,15.1,1,2,0,0,104,0
APP-007891,684,1,376891,18.0,5,5,0,0,175,1
APP-007892,675,1,249964,40.9,0,0,1,716,109,1
APP-007893,652,1,155808,48.8,0,2,1,822,140,0
APP-007894,690,2,664365,41.1,0,0,1,690,141,2
APP-007895,710,2,942332,60.3,0,2,0,0,147,2
APP-007896,751,0,0,20.7,1,3,0,0,75,4
APP-007897,661,1,800764,19.1,1,3,0,0,195,0
APP-007898,582,1,397883,75.8,0,2,1,1580,86,1
APP-007899,651,1,146143,24.1,0,0,0,0,161,0
APP-007900,656,0,0,23.1,0,0,0,0,124,3
APP-007901,625,3,626489,13.2,0,0,0,0,119,1
APP-007902,669,0,0,10.6,4,4,1,451,90,2
APP-007903,691,1,507149,18.9,2,2,0,0,166,1
APP-007904,677,4,275215,28.4,1,3,0,0,129,3
APP-007905,768,3,1411534,29.0,0,1,0,0,148,0
APP-007906,696,2,475987,7.6,0,1,1,1769,81,0
APP-007907,754,1,251374,18.6,2,2,0,0,158,2
APP-007908,649,1,146295,54.5,1,2,1,1380,125,0
APP-007909,708,2,218930,55.5,0,0,0,0,238,1
APP-007910,841,1,432947,22.9,0,1,0,0,149,4
APP-007911,475,0,0,4.2,4,6,0,0,241,2
APP-007912,720,0,0,16.9,0,2,0,0,126,2
APP-007913,478,1,55696,39.9,0,2,1,1091,100,2
APP-007914,654,2,779793,27.0,4,5,0,0,157,3
APP-007915,620,2,1327978,50.7,3,5,1,1232,174,1
APP-007916,499,1,1317369,7.1,0,0,1,1686,211,0
APP-007917,611,0,0,14.4,0,0,1,1157,113,0
APP-007918,754,2,644692,5.0,1,2,0,0,152,2
APP-007919,719,1,607602,16.5,0,0,0,0,154,2
APP-007920,734,0,0,16.1,0,3,0,0,91,1
APP-007921,586,1,254218,22.4,0,3,0,0,168,0
APP-007922,595,0,0,23.9,0,0,1,557,211,2
APP-007923,602,0,0,6.8,1,1,0,0,119,2
APP-007924,739,1,60387,50.7,4,4,0,0,174,1
APP-007925,811,2,459188,32.5,0,0,0,0,142,0
APP-007926,742,1,223605,13.1,2,2,0,0,191,4
APP-007927,633,1,76943,46.0,1,1,0,0,137,3
APP-007928,744,2,977004,24.7,3,3,0,0,135,1
APP-007929,699,1,387239,48.8,0,0,0,0,133,1
APP-007930,747,0,0,4.2,3,3,0,0,97,1
APP-007931,834,1,84846,72.4,0,0,0,0,200,2
APP-007932,700,1,161789,8.3,1,1,0,0,106,0
APP-007933,691,2,794236,37.7,0,2,1,876,131,1
APP-007934,674,2,591705,49.9,0,1,0,0,135,3
APP-007935,612,2,1061495,28.0,1,1,1,1755,96,1
APP-007936,628,1,88327,27.6,1,2,1,1613,99,4
APP-007937,705,1,1303501,55.2,4,6,0,0,101,2
APP-007938,789,0,0,5.3,1,1,0,0,81,0
APP-007939,700,3,591658,33.6,1,1,0,0,185,2
APP-007940,809,1,44511,21.2,0,1,0,0,105,1
APP-007941,596,1,368333,21.6,0,0,1,1208,108,1
APP-007942,810,3,898487,70.7,1,1,0,0,84,2
APP-007943,827,0,0,7.4,1,1,0,0,182,1
APP-007944,759,0,0,12.5,0,0,0,0,126,1
APP-007945,780,1,315048,48.8,1,1,0,0,58,2
APP-007946,637,1,149666,82.3,2,3,1,335,126,2
APP-007947,767,1,376284,39.9,3,3,0,0,125,4
APP-007948,670,0,0,9.5,1,2,0,0,128,0
APP-007949,819,1,369602,91.1,2,3,0,0,152,1
APP-007950,580,2,418188,39.6,2,2,1,823,108,1
APP-007951,627,2,1212736,77.1,0,0,0,0,179,2
APP-007952,693,0,0,15.5,0,1,0,0,94,1
APP-007953,676,1,155661,38.0,3,5,0,0,94,3
APP-007954,670,2,730590,23.0,2,2,1,694,166,1
APP-007955,701,2,231401,38.8,1,1,0,0,140,2
APP-007956,670,1,180157,59.8,3,3,1,1388,114,3
APP-007957,856,2,366509,23.9,3,3,0,0,170,0
APP-007958,792,3,1577429,53.5,2,2,0,0,141,2
APP-007959,766,0,0,18.6,1,1,0,0,128,0
APP-007960,694,0,0,27.3,1,1,1,1601,148,2
APP-007961,629,3,994506,61.6,0,0,1,395,143,1
APP-007962,620,0,0,0.3,1,2,0,0,103,0
APP-007963,743,0,0,8.1,0,2,0,0,187,2
APP-007964,624,1,758463,36.5,0,0,0,0,65,2
APP-007965,713,2,274855,19.5,1,3,0,0,194,1
APP-007966,672,2,601190,18.2,0,0,0,0,155,0
APP-007967,789,2,990471,20.4,0,2,0,0,193,2
APP-007968,770,2,713511,24.9,0,0,0,0,135,4
APP-007969,643,0,0,23.5,0,0,1,788,106,0
APP-007970,670,0,0,1.6,2,2,0,0,119,1
APP-007971,731,0,0,24.3,0,1,0,0,107,0
APP-007972,662,0,0,16.8,0,1,0,0,174,1
APP-007973,562,0,0,1.0,4,6,1,700,132,3
APP-007974,723,0,0,18.3,0,1,0,0,156,1
APP-007975,602,2,244464,43.0,0,0,1,1604,139,4
APP-007976,900,2,495236,31.7,1,1,0,0,205,0
APP-007977,635,2,751389,41.0,0,0,1,1427,123,1
APP-007978,738,2,189252,50.8,2,2,0,0,142,1
APP-007979,690,0,0,27.7,2,3,1,320,157,2
APP-007980,789,0,0,3.5,0,0,0,0,58,1
APP-007981,661,1,266239,74.8,0,0,1,241,83,1
APP-007982,603,1,403943,31.4,0,0,0,0,163,0
APP-007983,838,3,614850,12.6,0,1,0,0,144,1
APP-007984,706,0,0,8.3,0,1,0,0,132,1
APP-007985,589,1,945252,47.1,0,0,0,0,161,0
APP-007986,743,2,894192,47.9,1,1,0,0,164,1
APP-007987,734,2,583038,29.8,2,2,0,0,164,3
APP-007988,801,1,74725,34.3,0,0,0,0,97,1
APP-007989,652,2,411503,43.6,2,4,0,0,94,3
APP-007990,618,2,533736,73.3,0,1,1,1452,133,3
APP-007991,704,1,510214,25.6,0,0,0,0,141,0
APP-007992,760,2,309225,86.9,0,0,0,0,212,1
APP-007993,652,0,0,25.5,2,2,0,0,136,0
APP-007994,812,1,381724,23.6,1,1,0,0,121,2
APP-007995,665,3,1048602,58.1,1,1,0,0,99,1
APP-007996,706,0,0,13.9,0,0,0,0,126,1
APP-007997,741,1,500799,50.1,0,0,0,0,148,4
APP-007998,695,0,0,20.9,1,3,0,0,147,2
APP-007999,787,1,447416,39.5,0,1,0,0,129,1
APP-008000,665,0,0,24.8,0,0,1,478,177,1
APP-008001,842,1,126665,89.5,3,3,0,0,113,3
APP-008002,614,1,168245,58.9,2,2,1,608,76,1
APP-008003,741,1,123671,8.3,0,0,0,0,174,1
APP-008004,604,0,0,26.7,1,1,1,1522,139,2
APP-008005,734,0,0,17.6,2,2,0,0,116,1
APP-008006,732,0,0,14.1,2,2,0,0,142,4
APP-008007,737,2,550581,47.5,0,1,0,0,97,3
APP-008008,783,0,0,18.8,0,0,0,0,126,3
APP-008009,708,1,293422,54.7,0,2,0,0,81,0
APP-008010,711,1,102327,44.2,1,3,0,0,79,3
APP-008011,785,0,0,1.9,2,3,0,0,108,0
APP-008012,688,0,0,23.9,2,3,1,1712,93,2
APP-008013,674,1,207222,31.1,1,2,0,0,171,3
APP-008014,894,0,0,13.2,2,2,0,0,142,2
APP-008015,726,2,1279217,47.5,0,0,0,0,156,3
APP-008016,613,1,87867,44.3,0,1,1,225,122,2
APP-008017,754,1,734525,47.2,0,2,0,0,68,1
APP-008018,694,0,0,5.2,1,2,0,0,186,3
APP-008019,652,1,459210,58.2,1,1,1,961,162,2
APP-008020,711,1,441788,76.8,1,1,0,0,160,2
APP-008021,654,1,243842,26.4,2,3,0,0,154,3
APP-008022,646,2,560326,15.6,1,1,0,0,117,0
APP-008023,819,0,0,21.9,0,0,0,0,122,1
APP-008024,752,1,183935,75.4,0,2,0,0,161,1
APP-008025,734,0,0,14.2,4,5,0,0,180,1
APP-008026,733,1,143654,58.5,1,1,0,0,164,2
APP-008027,720,3,231932,69.2,1,1,0,0,101,2
APP-008028,723,3,1476609,62.9,0,0,0,0,145,1
APP-008029,633,2,191089,57.4,1,2,1,437,88,1
APP-008030,803,0,0,23.1,1,4,0,0,144,2
APP-008031,821,2,883703,28.2,0,1,0,0,128,0
APP-008032,612,0,0,18.8,1,4,1,394,166,1
APP-008033,665,2,971288,33.3,0,1,0,0,155,0
APP-008034,666,3,1143583,26.0,1,2,0,0,59,1
APP-008035,726,1,220913,43.4,5,5,0,0,157,1
APP-008036,574,3,1459894,22.1,1,1,1,617,133,4
APP-008037,662,4,877266,21.3,2,3,0,0,114,0
APP-008038,741,1,269619,17.3,2,2,0,0,169,2
APP-008039,720,2,784673,5.3,0,0,0,0,205,0
APP-008040,769,0,0,3.4,0,3,0,0,74,1
APP-008041,690,1,293146,32.8,0,0,1,1295,181,3
APP-008042,691,2,153192,24.4,1,1,0,0,118,1
APP-008043,587,1,555863,94.7,1,1,1,1463,136,3
APP-008044,735,1,850268,57.8,0,2,0,0,159,2
APP-008045,741,0,0,3.8,0,0,0,0,169,1
APP-008046,535,0,0,6.6,5,5,1,1659,119,0
APP-008047,769,0,0,20.1,0,0,0,0,139,0
APP-008048,696,3,2250841,64.4,3,3,0,0,123,0
APP-008049,781,0,0,22.6,1,2,0,0,104,1
APP-008050,634,1,154469,35.9,0,2,0,0,223,2
APP-008051,816,2,845741,16.4,1,2,0,0,200,1
APP-008052,623,0,0,26.9,0,2,1,602,138,3
APP-008053,757,2,1214877,43.0,1,1,0,0,96,1
APP-008054,705,1,400874,37.9,1,1,0,0,100,1
APP-008055,541,1,393293,79.1,2,2,1,320,149,2
APP-008056,677,0,0,29.3,0,1,0,0,122,2
APP-008057,665,0,0,0.7,0,0,1,686,102,3
APP-008058,696,2,1872265,19.3,1,1,0,0,190,1
APP-008059,641,0,0,16.1,2,2,1,1546,92,2
APP-008060,704,0,0,5.4,1,3,0,0,159,1
APP-008061,543,1,79686,30.6,2,4,0,0,182,4
APP-008062,839,0,0,24.2,1,3,0,0,84,2
APP-008063,548,3,1135786,78.0,1,1,0,0,99,0
APP-008064,762,4,1770854,15.0,0,2,0,0,87,0
APP-008065,678,0,0,8.0,2,2,1,1040,113,2
APP-008066,637,1,191735,28.3,2,2,0,0,144,2
APP-008067,753,2,883752,31.2,2,2,0,0,160,0
APP-008068,868,2,570729,25.8,1,1,0,0,188,2
APP-008069,573,0,0,18.0,0,0,1,221,138,0
APP-008070,715,3,379756,51.3,0,0,0,0,92,2
APP-008071,751,1,110033,69.5,1,2,0,0,115,0
APP-008072,662,4,898665,29.3,1,2,0,0,92,3
APP-008073,632,0,0,0.1,1,1,1,1338,221,0
APP-008074,556,4,1579819,49.7,0,0,1,249,220,2
APP-008075,695,0,0,5.8,1,1,0,0,129,3
APP-008076,675,2,158346,78.4,4,5,1,1566,206,2
APP-008077,604,1,201004,29.6,0,0,0,0,69,2
APP-008078,783,0,0,10.8,0,0,0,0,123,2
APP-008079,773,2,739195,52.3,1,2,0,0,117,2
APP-008080,732,0,0,7.4,2,3,0,0,77,2
APP-008081,519,1,594840,54.4,0,0,1,1595,188,0
APP-008082,608,1,337678,16.8,0,0,1,929,127,1
APP-008083,637,0,0,12.5,2,3,1,984,99,2
APP-008084,497,1,114804,52.5,0,0,1,673,126,2
APP-008085,559,1,321416,39.9,0,1,1,1307,162,3
APP-008086,805,0,0,4.0,0,1,0,0,111,1
APP-008087,762,2,646072,16.3,0,0,0,0,82,4
APP-008088,662,0,0,14.4,3,3,1,1113,78,2
APP-008089,659,2,483338,16.9,1,2,0,0,183,2
APP-008090,803,1,263098,46.6,1,1,0,0,144,0
APP-008091,650,0,0,26.2,1,1,0,0,196,1
APP-008092,720,0,0,12.2,0,1,0,0,177,2
APP-008093,730,2,323189,12.4,3,4,0,0,95,3
APP-008094,718,1,652849,15.0,0,1,0,0,50,1
APP-008095,747,4,6802116,21.9,0,1,0,0,168,1
APP-008096,762,0,0,27.2,1,3,0,0,115,1
APP-008097,649,0,0,16.1,1,1,1,1657,107,2
APP-008098,610,0,0,15.1,0,0,1,733,130,2
APP-008099,794,1,285233,33.6,0,0,0,0,81,2
APP-008100,746,1,140169,37.8,0,1,0,0,146,2
APP-008101,727,3,934435,39.6,1,2,0,0,51,1
APP-008102,741,2,570860,81.0,0,0,0,0,227,2
APP-008103,677,2,887083,79.4,0,0,0,0,97,0
APP-008104,591,2,350203,25.7,1,2,1,1312,165,1
APP-008105,709,1,121532,32.0,5,6,0,0,181,0
APP-008106,807,1,393511,30.0,3,3,0,0,95,1
APP-008107,707,2,780895,27.9,1,1,0,0,102,2
APP-008108,644,3,343500,39.3,1,4,0,0,84,3
APP-008109,681,4,383829,49.1,1,2,0,0,108,1
APP-008110,664,0,0,20.9,1,4,0,0,121,0
APP-008111,666,1,376975,56.1,2,3,0,0,189,2
APP-008112,669,0,0,0.5,3,4,1,811,207,1
APP-008113,654,2,290011,40.5,0,2,0,0,134,2
APP-008114,773,1,204243,31.3,0,0,0,0,197,0
APP-008115,717,2,185307,78.3,4,5,0,0,140,1
APP-008116,640,1,80561,30.6,2,2,0,0,131,0
APP-008117,740,0,0,27.2,1,1,0,0,126,1
APP-008118,690,1,425563,60.5,0,0,0,0,88,1
APP-008119,638,1,94418,55.9,0,0,0,0,97,3
APP-008120,855,1,223986,53.2,0,0,0,0,161,2
APP-008121,807,0,0,15.3,0,0,0,0,154,3
APP-008122,749,0,0,8.5,0,0,0,0,141,0
APP-008123,817,0,0,19.6,2,2,0,0,103,1
APP-008124,801,1,372255,16.6,0,0,0,0,136,1
APP-008125,579,2,1051645,22.5,2,2,1,1006,96,3
APP-008126,749,2,509020,30.9,1,2,0,0,115,2
APP-008127,736,2,877388,70.6,0,1,0,0,195,1
APP-008128,788,1,73495,36.6,4,4,0,0,201,1
APP-008129,880,2,496366,17.5,0,2,0,0,259,1
APP-008130,886,2,57239,32.7,2,3,0,0,145,1
APP-008131,545,2,280711,40.7,1,2,0,0,140,1
APP-008132,759,0,0,29.7,0,1,0,0,181,3
APP-008133,731,0,0,13.7,1,2,0,0,99,2
APP-008134,824,2,684112,16.3,3,6,0,0,116,3
APP-008135,715,0,0,21.2,2,2,0,0,136,1
APP-008136,858,2,218452,29.1,1,2,0,0,108,2
APP-008137,687,0,0,7.0,0,0,0,0,186,1
APP-008138,756,2,1140724,32.6,2,2,0,0,119,2
APP-008139,747,2,202510,26.1,1,1,0,0,124,2
APP-008140,712,2,3883939,63.0,0,0,0,0,170,2
APP-008141,606,1,82342,52.7,0,2,1,710,203,3
APP-008142,699,0,0,26.9,2,3,0,0,147,2
APP-008143,765,1,166899,67.9,0,1,0,0,153,4
APP-008144,782,4,1526589,57.3,3,3,0,0,188,2
APP-008145,782,0,0,17.2,1,2,0,0,137,4
APP-008146,783,0,0,2.8,1,3,0,0,160,0
APP-008147,670,0,0,0.4,1,1,0,0,142,1
APP-008148,688,3,1165643,26.9,0,1,0,0,146,1
APP-008149,709,1,128696,41.5,0,0,0,0,140,3
APP-008150,713,1,629707,81.9,1,1,0,0,163,0
APP-008151,495,0,0,23.3,4,5,1,1295,199,0
APP-008152,573,3,2865798,49.4,0,1,1,896,117,1
APP-008153,753,0,0,27.7,2,3,0,0,110,1
APP-008154,537,2,404391,37.0,0,0,1,425,136,1
APP-008155,642,2,616510,20.2,0,1,1,383,162,1
APP-008156,660,0,0,7.1,0,0,0,0,160,2
APP-008157,755,1,310419,47.8,0,1,0,0,158,1
APP-008158,698,1,231742,66.2,0,0,0,0,94,2
APP-008159,684,0,0,9.6,0,3,1,469,143,1
APP-008160,767,4,1501987,35.6,2,2,0,0,56,3
APP-008161,693,0,0,15.8,0,0,0,0,182,4
APP-008162,610,2,330422,69.2,0,3,0,0,109,3
APP-008163,696,3,1452277,32.4,1,1,1,1501,222,0
APP-008164,484,1,147013,26.2,0,0,1,1282,101,2
APP-008165,790,0,0,16.4,1,2,0,0,118,1
APP-008166,822,3,334629,12.9,0,0,0,0,55,1
APP-008167,678,0,0,0.9,3,4,0,0,125,1
APP-008168,668,1,264538,30.9,1,1,1,1120,116,1
APP-008169,650,0,0,19.8,1,3,0,0,149,1
APP-008170,675,2,969107,44.7,1,1,0,0,154,3
APP-008171,674,3,374368,40.2,2,3,0,0,122,1
APP-008172,570,0,0,11.2,0,1,1,453,203,1
APP-008173,641,1,140002,49.8,1,1,0,0,125,2
APP-008174,629,0,0,25.1,0,0,1,609,139,1
APP-008175,660,4,621008,73.4,3,6,0,0,119,1
APP-008176,800,4,478849,30.9,1,3,0,0,141,3
APP-008177,631,1,252015,52.0,1,1,1,1496,169,3
APP-008178,720,1,412165,41.1,4,4,0,0,95,4
APP-008179,636,1,69663,24.6,0,0,1,653,181,1
APP-008180,655,0,0,17.8,0,0,0,0,111,1
APP-008181,746,1,38507,63.4,0,0,0,0,140,2
APP-008182,845,1,96347,49.9,0,0,0,0,96,0
APP-008183,729,0,0,17.3,4,4,0,0,146,1
APP-008184,667,1,166327,47.9,1,1,1,658,106,1
APP-008185,764,1,130539,14.7,0,3,0,0,104,1
APP-008186,593,4,3171810,32.7,3,3,1,905,181,3
APP-008187,552,0,0,8.5,0,1,1,791,116,0
APP-008188,588,4,1202160,17.7,0,1,1,541,181,0
APP-008189,866,1,228573,48.5,3,3,0,0,147,1
APP-008190,698,1,393212,18.2,1,1,0,0,111,2
APP-008191,655,2,647492,49.6,1,1,0,0,109,0
APP-008192,648,2,400053,43.9,2,2,1,385,107,1
APP-008193,748,0,0,19.9,0,0,0,0,132,4
APP-008194,613,0,0,12.1,0,1,1,294,92,1
APP-008195,728,3,947827,23.9,5,6,0,0,163,1
APP-008196,670,0,0,7.2,0,0,0,0,127,1
APP-008197,702,0,0,4.7,1,1,0,0,149,0
APP-008198,759,2,2102312,24.8,0,1,0,0,159,1
APP-008199,683,2,265094,12.7,3,5,0,0,60,1
APP-008200,785,1,93965,36.8,1,1,0,0,117,2
APP-008201,673,2,679508,93.4,1,1,0,0,39,1
APP-008202,729,1,1446831,22.8,0,2,0,0,79,0
APP-008203,730,0,0,15.2,2,4,0,0,160,2
APP-008204,790,2,164204,52.3,2,3,0,0,110,1
APP-008205,591,1,177705,37.3,0,1,1,195,105,0
APP-008206,738,1,268068,21.4,1,2,0,0,130,0
APP-008207,573,0,0,8.2,0,0,0,0,158,1
APP-008208,653,1,194586,31.7,0,3,0,0,171,2
APP-008209,862,1,587204,76.4,0,2,0,0,109,2
APP-008210,795,1,484947,65.3,0,1,0,0,126,0
APP-008211,794,1,206514,52.5,0,1,0,0,66,0
APP-008212,643,3,285796,8.5,1,1,1,1011,121,2
APP-008213,631,1,192492,5.0,1,1,1,1292,187,3
APP-008214,608,3,1261128,27.2,3,5,1,1267,196,2
APP-008215,652,0,0,23.0,1,2,1,1024,152,0
APP-008216,762,2,413479,31.7,0,0,0,0,126,1
APP-008217,794,3,403701,64.5,1,3,0,0,98,0
APP-008218,835,1,180820,29.2,0,2,0,0,129,2
APP-008219,812,2,1740526,72.3,1,4,0,0,133,3
APP-008220,499,1,184138,27.1,1,1,0,0,152,2
APP-008221,826,1,348463,39.9,3,3,0,0,220,2
APP-008222,675,1,340862,58.7,2,3,0,0,95,2
APP-008223,759,1,867770,36.8,0,1,0,0,180,2
APP-008224,693,1,90744,43.7,0,0,0,0,118,0
APP-008225,505,4,399459,50.1,2,2,1,1045,161,2
APP-008226,562,2,736704,24.4,5,7,1,1196,72,2
APP-008227,735,2,535358,29.6,0,0,0,0,158,1
APP-008228,625,1,297259,66.4,0,3,1,1613,146,1
APP-008229,743,0,0,22.5,0,0,0,0,162,4
APP-008230,680,0,0,21.3,1,4,0,0,148,2
APP-008231,818,3,1095355,56.3,1,1,0,0,140,1
APP-008232,641,3,537231,27.7,0,2,1,1687,118,1
APP-008233,738,2,687315,64.2,0,0,0,0,108,0
APP-008234,675,0,0,7.3,0,0,0,0,222,0
APP-008235,554,2,466851,75.0,3,3,1,1631,172,2
APP-008236,617,1,69011,63.8,0,0,1,261,155,2
APP-008237,629,0,0,14.4,2,4,1,860,123,3
APP-008238,705,0,0,13.7,1,1,0,0,137,2
APP-008239,605,3,814971,64.1,0,0,0,0,163,1
APP-008240,694,2,335788,40.6,0,1,1,1043,116,2
APP-008241,802,2,806711,50.0,0,0,0,0,115,1
APP-008242,862,0,0,3.1,1,4,0,0,222,1
APP-008243,769,1,121446,60.0,0,1,0,0,114,1
APP-008244,724,1,139282,70.3,0,1,0,0,142,1
APP-008245,848,2,1764742,47.5,1,1,0,0,143,0
APP-008246,601,1,170536,49.2,2,2,1,426,146,2
APP-008247,647,0,0,8.9,1,4,1,541,95,1
APP-008248,632,0,0,13.7,3,5,1,494,153,4
APP-008249,624,1,159491,21.8,0,0,1,444,159,2
APP-008250,590,1,58383,52.3,3,5,1,1056,115,0
APP-008251,835,3,459385,45.4,1,1,0,0,184,0
APP-008252,661,1,425350,35.4,0,0,0,0,106,0
APP-008253,587,0,0,13.7,2,2,1,949,192,2
APP-008254,691,0,0,0.7,1,3,0,0,107,1
APP-008255,694,0,0,6.9,3,4,0,0,89,1
APP-008256,578,1,1394735,28.6,0,1,1,1562,127,2
APP-008257,796,0,0,10.7,1,3,0,0,127,0
APP-008258,573,0,0,12.0,1,1,0,0,142,0
APP-008259,564,0,0,19.0,0,1,0,0,148,1
APP-008260,707,1,187584,52.9,1,4,0,0,180,0
APP-008261,645,1,362084,54.4,4,5,0,0,134,0
APP-008262,641,1,178111,24.8,3,3,1,1371,187,1
APP-008263,693,1,449251,41.7,0,1,0,0,156,0
APP-008264,662,2,115571,31.0,2,3,0,0,107,1
APP-008265,687,1,139540,30.2,0,0,0,0,135,2
APP-008266,725,1,206116,72.6,5,5,0,0,84,0
APP-008267,656,2,872646,24.5,0,1,0,0,169,3
APP-008268,795,2,857230,30.3,0,1,0,0,112,0
APP-008269,606,1,119262,68.7,0,0,0,0,95,3
APP-008270,751,0,0,10.9,0,0,0,0,166,2
APP-008271,684,0,0,10.7,1,2,0,0,176,2
APP-008272,839,2,763327,46.5,3,4,0,0,79,1
APP-008273,642,1,159123,30.9,2,2,1,736,196,3
APP-008274,595,1,52020,4.1,2,2,1,648,99,0
APP-008275,687,2,161127,54.2,0,1,0,0,129,0
APP-008276,613,0,0,11.7,4,4,1,563,180,2
APP-008277,569,2,739476,51.8,1,1,1,1123,102,1
APP-008278,528,2,1556137,49.0,0,0,1,514,203,1
APP-008279,699,1,493937,41.0,0,1,1,651,130,2
APP-008280,706,0,0,28.4,3,3,0,0,136,2
APP-008281,586,1,95256,20.6,0,0,1,214,155,0
APP-008282,671,1,286762,13.8,0,0,0,0,184,1
APP-008283,563,0,0,23.7,3,3,1,1682,154,4
APP-008284,645,1,166207,60.5,0,1,1,333,105,1
APP-008285,750,0,0,10.4,1,2,0,0,221,2
APP-008286,697,1,202748,40.2,2,3,0,0,209,2
APP-008287,685,1,285301,50.4,1,1,1,204,210,1
APP-008288,599,3,835424,41.9,5,7,0,0,108,0
APP-008289,759,1,506684,58.1,0,0,0,0,95,1
APP-008290,740,3,837303,44.2,1,2,0,0,64,2
APP-008291,718,1,285451,33.8,0,2,0,0,74,2
APP-008292,671,2,315815,44.1,1,2,0,0,185,1
APP-008293,669,1,265754,59.3,0,1,0,0,174,0
